ID Cliente,Zona,País,Tipo de producto,Canal de venta,Prioridad,Fecha pedido,ID Pedido,Fecha envío,Unidades,Precio Unitario,Coste unitario,Importe venta total,Importe Coste total,S01,S02,S03,S04,Venta caida
C6958,Europa,Bulgaria,Material de oficina,Online,Crítica,2022-07-26,695807778,2022-09-06,3839,651.21,524.96,2499995.19,2015321.44,1,0,0,0,0
C7110,África,Somalia,Material de oficina,Offline,Crítica,2020-11-05,711031138,2020-12-07,8769,651.21,524.96,5710460.49,4603374.24,1,0,0,0,0
C5403,Europa,Spain,Bebida,Offline,Alta,2021-12-17,540324628,2022-01-25,2919,47.45,31.79,138506.55,92795.01,1,0,0,0,0
C9962,Europa,Cyprus,Cereales,Offline,Media,2022-08-31,996237075,2022-08-31,7544,205.7,117.11,1551800.8,883477.84,0,1,0,0,1
C7116,África,Namibia,Ropa,Online,Media,2020-02-12,711629807,2020-03-05,5929,109.28,35.84,647921.12,212495.36,0,1,0,0,0
C1896,Norteamérica,Greenland,Cereales,Offline,Alta,2021-11-19,189676654,2022-01-01,8392,205.7,117.11,1726234.4,982787.12,0,1,0,0,0
C4538,África,Rwanda,Doméstico,Online,Baja,2021-08-23,453863942,2021-09-09,7281,668.27,502.54,4865673.87,3658993.74,1,0,0,0,0
C7979,Centroamérica y Caribe,The Bahamas,Material de oficina,Offline,Baja,2020-08-14,797990500,2020-09-22,1977,651.21,524.96,1287442.17,1037845.92,0,0,1,0,0
C1361,Europa,Germany,Bebida,Online,Alta,2020-06-08,136167657,2020-06-21,3890,47.45,31.79,184580.5,123663.1,0,0,1,0,0
C1528,Europa,Cyprus,Bebida,Online,Crítica,2021-09-11,152819240,2021-10-16,1464,47.45,31.79,69466.8,46540.56,0,0,1,0,0
C3526,Europa,Luxembourg,Snacks,Online,Crítica,2022-07-15,352681577,2022-07-25,5171,152.58,97.44,788991.18,503862.24,0,0,1,0,0
C3108,Australia y Oceanía,Tuvalu,Cereales,Online,Alta,2020-01-27,310803496,2020-03-04,2516,205.7,117.11,517541.2,294648.76,0,0,0,1,1
C1225,Europa,Bulgaria,Cosméticos,Offline,Baja,2020-05-26,122546327,2020-06-18,3036,437.2,263.33,1327339.2,799469.88,0,0,0,1,0
C8535,Asia,Bangladesh,Frutas,Offline,Alta,2020-01-04,853583896,2020-01-20,3298,9.33,6.92,30770.34,22822.16,0,0,0,1,1
C4899,Centroamérica y Caribe,El Salvador,Cuidado personal,Offline,Alta,2021-07-04,489902532,2021-07-31,1901,81.73,56.67,155368.73,107729.67,0,0,0,1,1
C6878,Asia,China,Verduras,Online,Media,2020-10-02,687801063,2020-10-06,4474,154.06,90.93,689264.44,406820.82,1,0,0,0,0
C9238,Asia,Mongolia,Cárnicos,Online,Media,2022-08-07,923890817,2022-08-17,8678,421.89,364.69,3661161.42,3164779.82,1,0,0,0,0
C7450,Australia y Oceanía,Solomon Islands,Frutas,Offline,Alta,2022-04-11,745095622,2022-05-27,9207,9.33,6.92,85901.31,63712.44,1,0,0,0,1
C2186,África,Mauritania,Cosméticos,Offline,Baja,2021-02-23,218651807,2021-03-19,2783,437.2,263.33,1216727.6,732847.39,1,0,0,0,0
C3821,Asia,South Korea,Verduras,Online,Media,2022-05-26,382108199,2022-07-13,3162,154.06,90.93,487137.72,287520.66,0,1,0,0,0
C9933,Asia,Myanmar,Material de oficina,Online,Baja,2021-01-17,993326127,2021-02-18,6130,651.21,524.96,3991917.3,3218004.8,0,1,0,0,0
C9804,África,Botswana,Cereales,Offline,Baja,2022-07-07,980479419,2022-08-06,4503,154.06,117.11,926267.1,527346.33,0,1,0,0,0
C6920,Europa,Portugal,Snacks,Offline,Crítica,2021-03-11,692054402,2021-03-20,3131,152.58,97.44,477727.98,305084.64,0,1,0,0,0
C5468,Europa,Spain,Verduras,Offline,Crítica,2021-11-16,546849906,2021-12-11,3894,154.06,90.93,599909.64,354081.42,0,0,1,0,1
C5839,África,Cote d'Ivoire,Bebida,Offline,Baja,2021-03-11,583977258,2021-04-25,703,47.45,31.79,33357.35,22348.37,0,0,1,0,0
C9128,Europa,Russia,Alimento infantil,Online,Crítica,2020-06-13,912860286,2020-07-10,4499,255.28,159.42,1148504.72,717230.58,0,0,1,0,1
C3632,Australia y Oceanía,Federated States of Micronesia,Ropa,Offline,Media,2021-05-15,363235318,2021-06-25,8257,109.28,35.84,902324.96,295930.88,0,0,1,0,0
C5351,África,The Gambia,Cárnicos,Offline,Alta,2021-10-11,535151183,2021-11-24,1982,421.89,364.69,836185.98,722815.58,0,0,0,1,0
C8489,Europa,Luxembourg,Frutas,Offline,Alta,2022-10-07,848969209,2022-10-15,7710,9.33,6.92,71934.3,53353.2,0,0,1,0,0
C7953,África,Liberia,Frutas,Offline,Crítica,2021-07-15,795363223,2021-08-30,4507,9.33,6.92,42050.31,31188.44,0,0,0,1,0
C3853,África,Burundi,Cosméticos,Offline,Crítica,2021-06-01,385319554,2021-06-27,3474,437.2,263.33,1518832.8,914808.42,0,0,0,1,0
C6001,África,Syria,Cereales,Offline,Alta,2021-11-02,600137031,2021-11-15,2739,205.7,117.11,563412.3,320764.29,1,0,0,0,1
C2414,Norteamérica,United States of America,Ropa,Offline,Alta,2022-08-24,241426980,2022-09-24,2463,109.28,35.84,269156.64,88273.92,1,0,0,0,0
C8811,Asia,Japan,Alimento infantil,Offline,Baja,2022-08-24,881113231,2022-10-05,9840,255.28,159.42,2511955.2,1568692.8,1,0,0,0,0
C1114,Asia,Laos,Frutas,Offline,Baja,2021-01-22,111432111,2021-02-14,4093,9.33,6.92,38187.69,28323.56,1,0,0,0,1
C9949,Europa,Germany,Verduras,Online,Crítica,2021-10-14,994932448,2021-11-23,1476,154.06,90.93,227392.56,134212.68,0,1,0,0,0
C8144,Norteamérica,Greenland,Cuidado personal,Online,Crítica,2020-07-23,814475572,2020-08-10,276,81.73,56.67,22557.48,15640.92,0,1,0,0,0
C5232,Centroamérica y Caribe,Jamaica,Cárnicos,Offline,Alta,2020-08-26,523235309,2020-09-20,5810,421.89,364.69,2451180.9,2118848.9,0,1,0,0,0
C6946,Europa,Switzerland,Verduras,Online,Media,2020-01-13,694697988,2020-02-23,5427,154.06,97.44,836083.62,493477.11,0,1,0,0,0
C1726,Europa,Sweden,Material de oficina,Online,Media,2021-05-10,172662436,2021-06-10,3507,651.21,524.96,2283793.47,1841034.72,0,0,1,0,0
C1212,África,Liberia,Bebida,Online,Media,2021-12-15,121239984,2022-01-13,6460,47.45,31.79,306527.0,205363.4,0,0,1,0,0
C8748,Australia y Oceanía,Kiribati,Alimento infantil,Offline,Media,2021-01-02,874854457,2021-01-04,7730,255.28,159.42,1973314.4,1232316.6,0,0,1,0,0
C5882,Europa,Malta,Cárnicos,Online,Media,2020-12-06,588242185,2021-01-10,2789,421.89,364.69,1176651.21,1017120.41,0,0,1,0,0
C1864,Asia,Philippines,Cuidado personal,Online,Baja,2020-04-12,186451995,2020-05-29,4144,81.73,56.67,338689.12,234840.48,1,0,0,0,0
C2148,África,Comoros,Alimento infantil,Offline,Baja,2020-11-08,214845216,2020-11-29,6329,255.28,159.42,1615667.12,1008969.18,1,0,0,0,1
C3890,Europa,Liechtenstein,Doméstico,Offline,Baja,2020-07-29,389095675,2020-08-30,912,668.27,502.54,609462.24,458316.48,1,0,0,0,0
C9451,África,Lebanon,Cereales,Online,Baja,2020-08-15,945189702,2020-08-29,1492,205.7,117.11,306904.4,174728.12,1,0,0,0,0
C3894,Norteamérica,Greenland,Cereales,Offline,Crítica,2021-02-22,389426124,2021-04-05,8699,205.7,117.11,1789384.3,1018739.89,0,1,0,0,0
C4484,África,Chad,Cereales,Online,Media,2022-09-13,448416268,2022-09-15,5193,205.7,117.11,1068200.1,608152.23,0,1,0,0,0
C2190,Europa,Macedonia,Doméstico,Offline,Baja,2021-12-15,219083964,2022-01-05,668,668.27,502.54,446404.36,335696.72,0,1,0,0,0
C2186,África,United Arab Emirates,Cosméticos,Offline,Alta,2021-09-12,218665540,2021-10-19,6847,437.2,263.33,2993508.4,1803020.51,0,1,0,0,0
C1347,África,Qatar,Cereales,Offline,Alta,2020-10-29,134709823,2020-11-25,2485,205.7,117.11,511164.5,291018.35,0,0,1,0,0
C1750,África,Iraq,Verduras,Online,Alta,2021-07-05,175078141,2021-08-05,8367,154.06,90.93,1289020.02,760811.31,0,0,1,0,1
C6179,Europa,Kosovo,Material de oficina,Online,Baja,2022-01-07,617944324,2022-02-04,2312,651.21,524.96,1505597.52,1213707.52,0,0,1,0,0
C4617,Asia,Bhutan,Cosméticos,Offline,Crítica,2021-01-12,461794698,2021-01-22,4168,437.2,263.33,1822249.6,1097559.44,0,0,1,0,1
C5754,Centroamérica y Caribe,Cuba,Ropa,Offline,Alta,2021-12-02,575428092,2021-12-10,815,109.28,35.84,89063.2,29209.6,0,0,0,1,1
C5479,Norteamérica,Mexico,Alimento infantil,Online,Media,2022-09-25,547955834,2022-10-09,1163,255.28,159.42,296890.64,185405.46,0,0,0,1,0
C9388,África,Cote d'Ivoire,Bebida,Online,Media,2020-07-01,938801753,2020-07-12,1156,154.06,31.79,54852.2,36749.24,0,0,0,1,0
C1277,África,Nigeria,Cereales,Offline,Alta,2021-03-20,127702176,2021-05-02,8767,205.7,117.11,1803371.9,1026703.37,0,0,0,1,0
C1647,Australia y Oceanía,Vanuatu,Material de oficina,Offline,Alta,2021-04-17,164705932,2021-05-31,9000,651.21,524.96,5860890.0,4724640.0,1,0,0,0,0
C9201,África,Kuwait,Verduras,Offline,Baja,2020-05-20,920174348,2020-05-30,8893,154.06,90.93,1370055.58,808640.49,1,0,0,0,1
C5347,África,Namibia,Cárnicos,Offline,Media,2022-11-03,534781253,2022-11-30,2512,421.89,364.69,1059787.68,916101.28,1,0,0,0,0
C3695,África,Egypt,Verduras,Online,Baja,2021-12-25,369512975,2022-02-05,5955,154.06,90.93,917427.3,541488.15,1,0,0,0,0
C9556,África,Swaziland,Frutas,Offline,Crítica,2021-07-15,955668342,2021-08-26,2354,9.33,6.92,21962.82,16289.68,0,1,0,0,0
C6448,Centroamérica y Caribe,Antigua and Barbuda ,Cárnicos,Offline,Crítica,2022-10-08,644858682,2022-11-04,6869,421.89,364.69,2897962.41,2505055.61,0,1,0,0,0
C5590,Asia,Sri Lanka,Verduras,Offline,Alta,2020-03-15,559007823,2020-04-18,1692,154.06,90.93,260669.52,153853.56,0,1,0,0,1
C5403,Europa,Liechtenstein,Bebida,Offline,Media,2020-03-15,540352094,2020-03-30,1047,47.45,31.79,49680.15,33284.13,0,1,0,0,0
C5014,África,Angola,Material de oficina,Online,Crítica,2022-05-20,501440322,2022-05-30,6189,651.21,524.96,4030338.69,3248977.44,0,0,1,0,0
C8751,Asia,Brunei,Doméstico,Offline,Crítica,2021-01-16,875133836,2021-02-06,404,668.27,502.54,269981.08,203026.16,0,0,1,0,0
C3646,Australia y Oceanía,Samoa ,Ropa,Offline,Crítica,2020-11-23,364606463,2021-01-02,4010,109.28,35.84,438212.8,143718.4,0,0,1,0,0
C8933,Australia y Oceanía,Marshall Islands,Frutas,Online,Baja,2021-04-30,893344533,2021-05-20,9354,9.33,6.92,87272.82,64729.68,0,0,1,0,0
C8551,África,Democratic Republic of the Congo,Frutas,Online,Crítica,2020-09-15,855146872,2020-09-20,5818,9.33,6.92,54281.94,40260.56,0,0,0,1,0
C9641,Australia y Oceanía,Tonga,Cosméticos,Online,Crítica,2020-08-30,964124810,2020-08-31,4811,437.2,263.33,2103369.2,1266880.63,0,0,0,1,1
C2047,África,Mozambique,Snacks,Offline,Crítica,2021-10-15,204702174,2021-10-17,4777,152.58,97.44,728874.66,465470.88,0,0,0,1,0
C7816,África,Kuwait,Cárnicos,Online,Media,2022-03-25,781615293,2022-04-10,6189,421.89,364.69,2611077.21,2257066.41,0,0,0,1,1
C4699,Europa,Romania,Bebida,Offline,Alta,2021-12-16,469912993,2022-01-22,6552,47.45,31.79,310892.4,208288.08,1,0,0,0,0
C2649,África,South Sudan,Cosméticos,Online,Crítica,2021-05-09,264956605,2021-06-04,5402,437.2,263.33,2361754.4,1422508.66,1,0,0,0,0
C3324,Asia,Malaysia,Snacks,Offline,Crítica,2022-08-13,332419955,2022-09-12,9307,152.58,97.44,1420062.06,906874.08,1,0,0,0,0
C4582,Centroamérica y Caribe,Costa Rica,Snacks,Offline,Media,2022-08-22,458289372,2022-08-30,6864,152.58,97.44,1047309.12,668828.16,1,0,0,0,0
C4988,Europa,Croatia,Cuidado personal,Online,Alta,2020-02-25,498863685,2020-03-08,3705,81.73,56.67,302809.65,209962.35,0,1,0,0,0
C8307,Asia,Nepal,Bebida,Offline,Baja,2022-11-05,830754220,2022-11-07,7490,47.45,31.79,355400.5,238107.1,0,1,0,0,0
C1008,Asia,Tajikistan,Alimento infantil,Online,Alta,2020-04-01,100884807,2020-04-30,2911,255.28,159.42,743120.08,464071.62,0,1,0,0,0
C1764,Europa,Serbia,Cárnicos,Offline,Alta,2022-04-17,176491773,2022-04-24,6692,421.89,364.69,2823287.88,2440505.48,0,1,0,0,0
C2951,África,Angola,Cárnicos,Offline,Baja,2020-09-25,295123946,2020-11-03,2589,421.89,364.69,1092273.21,944182.41,0,0,1,0,0
C2146,Asia,Japan,Cuidado personal,Online,Baja,2022-01-07,214642655,2022-02-14,6386,81.73,56.67,521927.78,361894.62,0,0,1,0,0
C6632,Europa,Iceland,Cárnicos,Online,Media,2020-02-21,663221728,2020-03-01,903,421.89,364.69,380966.67,329315.07,0,0,1,0,0
C1893,Europa,Cyprus,Ropa,Offline,Media,2020-12-02,189347493,2020-12-21,986,109.28,35.84,107750.08,35338.24,0,0,1,0,0
C1118,Australia y Oceanía,East Timor,Bebida,Offline,Alta,2020-07-30,111818778,2020-08-23,8516,47.45,31.79,404084.2,270723.64,1,0,0,0,0
C4697,Asia,Tajikistan,Material de oficina,Online,Baja,2021-06-17,469746911,2021-07-28,7405,651.21,524.96,4822210.05,3887328.8,1,0,0,0,0
C4725,África,Somalia,Doméstico,Online,Crítica,2022-01-07,472555720,2022-02-03,8594,668.27,502.54,5743112.38,4318828.76,1,0,0,0,0
C7499,Europa,Spain,Ropa,Offline,Alta,2021-02-09,749981534,2021-02-11,5057,109.28,35.84,552628.96,181242.88,1,0,0,0,0
C2020,Europa,Sweden,Cereales,Online,Crítica,2022-04-12,202073180,2022-05-08,6799,205.7,117.11,1398554.3,796230.89,0,1,0,0,0
C9491,África,Ethiopia,Doméstico,Offline,Baja,2020-11-26,949191987,2020-12-15,5857,668.27,502.54,3914057.39,2943376.78,0,1,0,0,0
C6820,Asia,Turkmenistan,Cuidado personal,Offline,Baja,2022-10-04,682011783,2022-11-14,1297,81.73,56.67,106003.81,73500.99,0,1,0,0,0
C3115,Europa,Malta,Ropa,Online,Baja,2022-08-06,311518895,2022-08-21,4219,109.28,35.84,461052.32,151208.96,0,1,0,0,1
C8190,África,Malawi,Cosméticos,Offline,Baja,2022-09-16,819012153,2022-09-18,2751,154.06,263.33,1202737.2,724420.83,0,0,1,0,0
C1061,Europa,Czech Republic,Material de oficina,Offline,Crítica,2020-01-29,106102883,2020-02-28,7056,651.21,524.96,4594937.76,3704117.76,0,0,1,0,0
C6447,Europa,Netherlands,Cárnicos,Offline,Media,2022-02-03,644714915,2022-02-10,4325,421.89,364.69,1824674.25,1577284.25,0,0,1,0,0
C9270,Europa,Sweden,Bebida,Offline,Baja,2022-04-02,927084577,2022-04-16,3783,47.45,31.79,179503.35,120261.57,0,0,1,0,0
C4157,África,Saudi Arabia,Verduras,Online,Crítica,2021-08-06,415760695,2021-08-18,1684,154.06,90.93,259437.04,153126.12,0,0,0,1,0
C8936,África,Turkey,Cereales,Online,Media,2021-07-29,893604600,2021-08-29,6314,205.7,117.11,1298789.8,739432.54,0,1,0,0,0
C6137,Centroamérica y Caribe,Dominican Republic,Ropa,Offline,Baja,2022-08-12,613790118,2022-09-18,2991,109.28,35.84,326856.48,107197.44,0,0,0,1,0
C1498,Asia,Uzbekistan,Cuidado personal,Offline,Alta,2022-08-31,149803578,2022-09-07,9063,81.73,56.67,740718.99,513600.21,0,0,0,1,0
C1454,África,Kuwait,Snacks,Offline,Media,2021-07-14,145443809,2021-07-26,8910,152.58,97.44,1359487.8,868190.4,1,0,0,0,0
C8648,Australia y Oceanía,Federated States of Micronesia,Ropa,Offline,Crítica,2022-04-09,864822137,2022-05-11,8943,109.28,35.84,977291.04,320517.12,1,0,0,0,0
C8423,Australia y Oceanía,Samoa ,Material de oficina,Online,Alta,2021-03-10,842362391,2021-04-14,2606,651.21,524.96,1697053.26,1368045.76,1,0,0,0,1
C9328,África,Eritrea,Snacks,Online,Baja,2020-09-18,932800900,2020-09-21,5370,152.58,97.44,819354.6,523252.8,1,0,0,0,1
C2611,Asia,Singapore,Alimento infantil,Online,Alta,2022-04-03,261186492,2022-04-13,9742,255.28,159.42,2486937.76,1553069.64,0,1,0,0,0
C2728,África,Mauritania,Doméstico,Offline,Media,2021-11-23,272880494,2021-12-31,257,668.27,502.54,171745.39,129152.78,0,1,0,0,1
C6835,Asia,Bhutan,Ropa,Online,Alta,2020-05-30,683556735,2020-06-08,8483,109.28,35.84,927022.24,304030.72,0,1,0,0,0
C8292,África,Republic of the Congo,Bebida,Online,Baja,2021-11-05,829201543,2021-11-15,8018,47.45,31.79,380454.1,254892.22,0,1,0,0,0
C1161,Europa,Germany,Bebida,Online,Media,2020-08-18,116113746,2020-09-01,9493,47.45,97.44,450442.85,301782.47,0,0,1,0,0
C2709,África,Tunisia ,Cereales,Offline,Media,2020-03-06,270904672,2020-03-14,5567,205.7,117.11,1145131.9,651951.37,0,0,1,0,0
C3904,Asia,Myanmar,Cereales,Offline,Media,2020-01-07,390498149,2020-01-26,5935,205.7,117.11,1220829.5,695047.85,0,0,1,0,1
C9921,Europa,Romania,Cosméticos,Offline,Media,2020-01-28,992130506,2020-03-03,2319,437.2,263.33,1013866.8,610662.27,0,0,1,0,1
C8633,Europa,Greece,Snacks,Offline,Crítica,2022-02-10,863350570,2022-03-14,3474,152.58,97.44,530062.92,338506.56,0,0,0,1,0
C2120,África,Benin,Cosméticos,Offline,Baja,2022-07-28,212019670,2022-07-29,187,437.2,263.33,81756.4,49242.71,0,0,0,1,0
C2163,Centroamérica y Caribe,Jamaica,Material de oficina,Online,Crítica,2022-08-05,216311633,2022-08-27,274,651.21,524.96,178431.54,143839.04,0,0,0,1,0
C7747,Europa,Liechtenstein,Doméstico,Online,Alta,2020-11-06,774712789,2020-12-11,3585,668.27,502.54,2395747.95,1801605.9,0,0,0,1,0
C9560,Norteamérica,Greenland,Alimento infantil,Online,Crítica,2020-09-17,956021964,2020-10-08,6999,255.28,159.42,1786704.72,1115780.58,1,0,0,0,0
C3493,Europa,Romania,Cosméticos,Online,Alta,2020-03-26,349350488,2020-04-19,9428,437.2,263.33,4121921.6,2482675.24,1,0,0,0,0
C4141,Asia,China,Cosméticos,Online,Alta,2022-02-26,414122188,2022-03-23,6813,437.2,263.33,2978643.6,1794067.29,1,0,0,0,0
C4300,Australia y Oceanía,East Timor,Doméstico,Offline,Baja,2021-01-17,430073392,2021-02-05,7129,668.27,502.54,4764096.83,3582607.66,1,0,0,0,1
C6472,Europa,Albania,Cuidado personal,Online,Media,2021-11-18,647252929,2021-12-28,5380,81.73,56.67,439707.4,304884.6,0,1,0,0,0
C9360,Asia,Laos,Frutas,Offline,Alta,2021-06-20,936022126,2021-07-24,8602,154.06,6.92,80256.66,59525.84,0,1,0,0,1
C3370,África,Central African Republic,Material de oficina,Offline,Baja,2021-04-17,337054812,2021-05-24,864,651.21,524.96,562645.44,453565.44,0,1,0,0,0
C2113,Europa,Netherlands,Cárnicos,Offline,Crítica,2020-05-24,211337316,2020-07-08,8263,421.89,364.69,3486077.07,3013433.47,0,1,0,0,1
C1901,Australia y Oceanía,Solomon Islands,Snacks,Offline,Media,2022-06-30,190168464,2022-08-15,3929,152.58,97.44,599486.82,382841.76,0,0,1,0,0
C4251,África,Seychelles ,Ropa,Offline,Media,2020-04-16,425159585,2020-05-26,3024,109.28,35.84,330462.72,108380.16,0,0,1,0,0
C2382,Asia,Kazakhstan,Cárnicos,Online,Baja,2022-08-07,238234508,2022-08-21,7740,421.89,364.69,3265428.6,2822700.6,0,0,1,0,0
C3716,Europa,Hungary,Cosméticos,Offline,Alta,2021-06-26,371629559,2021-07-16,2300,437.2,263.33,1005560.0,605659.0,0,0,1,0,0
C7378,Asia,Laos,Alimento infantil,Offline,Baja,2022-04-13,737893569,2022-05-30,7960,255.28,159.42,2032028.8,1268983.2,1,0,0,0,1
C8698,África,Yemen,Ropa,Online,Crítica,2022-02-25,869887864,2022-04-15,8005,109.28,35.84,874786.4,286899.2,1,0,0,0,0
C3707,Europa,Russia,Cuidado personal,Offline,Alta,2020-02-01,370786273,2020-02-16,2753,81.73,56.67,225002.69,156012.51,1,0,0,0,0
C2640,Asia,Philippines,Cereales,Offline,Alta,2021-03-10,264075124,2021-03-11,4552,205.7,117.11,936346.4,533084.72,1,0,0,0,0
C7435,Australia y Oceanía,Marshall Islands,Frutas,Online,Baja,2020-12-22,743553245,2020-12-22,2783,9.33,6.92,25965.39,19258.36,0,1,0,0,0
C7233,África,Burkina Faso,Cuidado personal,Online,Crítica,2021-01-24,723331964,2021-02-11,8857,81.73,97.44,723882.61,501926.19,0,1,0,0,0
C9878,Europa,Kosovo,Snacks,Offline,Media,2022-01-23,987835109,2022-03-13,1215,152.58,97.44,185384.7,118389.6,0,1,0,0,0
C1417,Asia,North Korea,Material de oficina,Offline,Alta,2022-02-07,141799008,2022-03-28,333,651.21,524.96,216852.93,174811.68,0,1,0,0,0
C4602,Asia,Bhutan,Snacks,Online,Alta,2021-03-01,460272490,2021-03-16,3713,152.58,97.44,566529.54,361794.72,0,0,1,0,1
C2386,Europa,Switzerland,Material de oficina,Offline,Media,2022-06-25,238616883,2022-07-02,893,651.21,524.96,581530.53,468789.28,1,0,1,0,0
C5425,África,Libya,Cuidado personal,Offline,Alta,2022-07-17,542506015,2022-08-07,8440,81.73,56.67,689801.2,478294.8,0,0,1,0,0
C2579,Centroamérica y Caribe,Honduras,Verduras,Online,Alta,2021-02-04,257926213,2021-02-23,4953,154.06,90.93,763059.18,450376.29,0,0,1,0,1
C1411,África,Benin,Alimento infantil,Online,Media,2022-08-02,141176307,2022-09-20,6061,255.28,159.42,1547252.08,966244.62,0,0,0,1,0
C5688,África,Egypt,Cárnicos,Online,Media,2020-05-31,568867623,2020-06-22,9426,421.89,364.69,3976735.14,3437567.94,0,0,0,1,0
C1879,Europa,Cyprus,Bebida,Online,Media,2021-04-05,187923991,2021-05-17,9740,47.45,31.79,462163.0,309634.6,0,0,0,1,0
C8655,África,Morocco,Cereales,Online,Alta,2020-10-04,865581738,2020-10-23,3726,205.7,117.11,766438.2,436351.86,0,0,0,1,0
C9393,Europa,Estonia,Bebida,Offline,Alta,2022-02-08,939389693,2022-02-15,5140,47.45,31.79,243893.0,163400.6,1,0,0,0,0
C1672,Asia,South Korea,Alimento infantil,Online,Crítica,2020-04-24,167209184,2020-05-16,9768,255.28,159.42,2493575.04,1557214.56,1,0,0,0,0
C1772,Asia,Vietnam,Cosméticos,Online,Media,2020-10-20,177214038,2020-11-06,427,437.2,263.33,186684.4,112441.91,1,0,0,0,0
C4178,África,Syria,Snacks,Offline,Alta,2020-10-29,417890584,2020-11-06,1965,152.58,97.44,299819.7,191469.6,1,0,0,0,0
C4080,Europa,Luxembourg,Ropa,Online,Baja,2022-04-27,408037650,2022-04-27,6263,109.28,35.84,684420.64,224465.92,0,1,0,0,0
C1867,Centroamérica y Caribe,Cuba,Cosméticos,Online,Alta,2021-11-28,186766564,2021-12-12,7232,437.2,263.33,3161830.4,1904402.56,0,1,0,0,0
C7635,Asia,Maldives,Cárnicos,Offline,Alta,2020-11-27,763501155,2020-12-02,5813,154.06,364.69,2452446.57,2119942.97,0,1,0,0,0
C9679,Asia,Taiwan,Bebida,Online,Media,2021-01-10,967977750,2021-02-22,4982,47.45,31.79,236395.9,158377.78,0,1,0,0,0
C6002,Europa,Bosnia and Herzegovina,Snacks,Offline,Crítica,2020-02-07,600245177,2020-03-14,4742,152.58,97.44,723534.36,462060.48,0,0,1,0,0
C8806,África,Afghanistan,Cosméticos,Offline,Baja,2022-01-28,880664765,2022-02-03,7129,437.2,263.33,3116798.8,1877279.57,0,0,1,0,0
C3999,Norteamérica,Canada,Cereales,Online,Media,2021-04-20,399910342,2021-05-04,1212,205.7,117.11,249308.4,141937.32,0,0,1,0,0
C9689,África,Qatar,Cárnicos,Offline,Media,2021-02-04,968968236,2021-03-08,8088,421.89,364.69,3412246.32,2949612.72,0,0,1,0,1
C8691,Europa,Malta,Verduras,Offline,Baja,2020-11-24,869137275,2020-12-15,5889,154.06,90.93,907259.34,535486.77,0,0,0,1,0
C7020,África,Bahrain,Verduras,Online,Crítica,2020-07-19,702028787,2020-07-25,4773,154.06,90.93,735328.38,434008.89,0,0,0,1,0
C2395,África,Zambia,Frutas,Offline,Baja,2021-09-19,239566600,2021-09-20,1935,9.33,6.92,18053.55,13390.2,0,0,0,1,0
C6739,Asia,Bangladesh,Ropa,Online,Crítica,2020-10-05,673987042,2020-11-07,6598,109.28,35.84,721029.44,236472.32,0,0,0,1,1
C5678,África,Egypt,Cárnicos,Offline,Media,2021-08-01,567838943,2021-08-14,5017,421.89,364.69,2116622.13,1829649.73,1,0,0,0,1
C8039,Asia,Japan,Ropa,Online,Crítica,2022-10-09,803983628,2022-11-01,5477,109.28,35.84,598526.56,196295.68,1,0,0,0,0
C5355,Centroamérica y Caribe,Jamaica,Cosméticos,Offline,Media,2021-11-21,535594928,2021-12-17,3296,437.2,263.33,1441011.2,867935.68,1,0,0,0,1
C3361,África,Namibia,Alimento infantil,Online,Media,2022-08-14,336159169,2022-08-17,5823,255.28,159.42,1486495.44,928302.66,1,0,0,0,0
C8494,Australia y Oceanía,Federated States of Micronesia,Cárnicos,Offline,Crítica,2021-11-21,849475181,2021-12-12,7438,421.89,364.69,3138017.82,2712564.22,0,1,0,0,0
C5396,África,Iran,Ropa,Offline,Media,2022-10-06,539654290,2022-10-18,4552,109.28,35.84,497442.56,163143.68,0,1,0,0,1
C6411,Asia,Malaysia,Cereales,Online,Alta,2021-07-20,641120326,2021-09-03,606,205.7,117.11,124654.2,70968.66,0,1,0,0,0
C2086,Asia,Tajikistan,Verduras,Offline,Crítica,2020-09-04,208609616,2020-09-05,1076,154.06,97.44,165768.56,97840.68,0,1,0,0,0
C1671,África,Iran,Cárnicos,Offline,Alta,2021-07-20,167170989,2021-07-22,8465,421.89,364.69,3571298.85,3087100.85,0,0,1,0,0
C1621,Australia y Oceanía,Samoa ,Cárnicos,Online,Crítica,2020-04-03,162165772,2020-05-06,7311,421.89,364.69,3084437.79,2666248.59,0,0,1,0,0
C8092,África,Botswana,Cosméticos,Online,Crítica,2020-06-05,809267795,2020-06-20,9179,437.2,263.33,4013058.8,2417106.07,0,0,1,0,0
C5444,Europa,Austria,Alimento infantil,Online,Crítica,2020-05-22,544463384,2020-06-25,7669,255.28,159.42,1957742.32,1222591.98,0,0,1,0,0
C5740,África,Syria,Bebida,Online,Alta,2020-04-17,574051368,2020-05-01,3411,47.45,31.79,161851.95,108435.69,0,0,1,0,0
C8246,África,Senegal,Frutas,Online,Crítica,2020-09-10,824643075,2020-10-23,9066,9.33,6.92,84585.78,62736.72,1,0,0,0,0
C3931,África,Mauritius ,Cuidado personal,Offline,Media,2021-02-11,393162333,2021-03-29,4326,81.73,56.67,353563.98,245154.42,1,0,0,0,0
C6968,África,Cote d'Ivoire,Frutas,Online,Alta,2021-06-28,696845471,2021-07-08,915,9.33,6.92,8536.95,6331.8,1,0,0,0,0
